Utility,DateTime,BillingPlan,Rate,VersionControl
SDGE,Sep 14 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 14 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 14 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 14 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 14 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 21 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 28 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 05 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 12 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 19 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 26 2014 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 07 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 14 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 21 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 28 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 05 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2015 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 04 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 11 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 18 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 25 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2016 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 02 2016 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 02 2016 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 02 2016 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 02 2016 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 02 2016 10:00PM,EV-TOU,$0.29 ,1
